comment,class
"  this covers the rare case of lower case class names and thus will  fail 99 999% of the time  fortunately, we'll only do this once per  package name  and seriously, folks, look into best practices  ",DESIGN
  SSS FIXME Should this be a string literal or a string?  Dummy class for the script,DESIGN
"  TODO should this be deprecated ? to be efficient, internals should deal with RubyHash directly ",DESIGN
"  SSS FIXME Does int suffice, or do we need long?",DESIGN
  modules are included with a shim class; we must find that shim to handle super  appropriately,DESIGN
"  Reset value map if this instruction is the start end of a basic block    Right now, calls are considered hard boundaries for optimization and  information cannot be propagated across them!    SSS FIXME Rather than treat all calls with a broad brush, what we need  is to capture different attributes about a call     uses closures    known call target    can modify scope,    etc    This information is probably already present in the AST Inspector",DESIGN
  TODO Determine whether we should perhaps store non singleton class  in the implementationClass,DESIGN
  SSS FIXME Correct? Where does closure arg come from?,DESIGN
  FIXME Consider fixing node_assign itself rather than single case ,DESIGN
  SSS FIXME Should I have a reference to the IR_loop that is being retried?,DESIGN
  temporary hack to handle non Ruby values  will come up with better solution shortly,DESIGN
"  Simplify the variables too  to keep these variables in sync with what is actually used in the when clauses  This is not required for correctness reasons, but only for performance reasons ",DESIGN
"  Must be called from main thread it is currently, but this bothers me ",DESIGN
  CON FIXME I don't know how to make case be an expression  does that  logic need to go here?,DESIGN
  FIXME legal here? may want UnsupportedOperationException,DESIGN
  FIXME This is an ugly hack to resolve JRUBY 1381; I'm not proud of it,DESIGN
  Something wrong we don't know the cwd    TODO Is this behavior really desirable? mov,DESIGN
  TODO no java stringity,DESIGN
  FIXME  Total hack to get flash in Rails marshalling unmarshalling in session ok  We need  to totally change marshalling to work with overridden core classes ,DESIGN
  TODO this method is not present in MRI!,DESIGN
"  FIXME Ideally JavaObject instances should be marshallable, which means that  the JavaObject metaclass should have an appropriate allocator JRUBY 414",DESIGN
  TODO public only?,DESIGN
  FIXME This should probably do some translation from Ruby priority levels to Java priority levels until we have green threads ,DESIGN
  TODO Consider a better way of synchronizing ,DESIGN
"  using IOInputStream may not be the most performance way, but it's easy ",DESIGN
  FIXME We should not be regenerating this over and over,DESIGN
"  XXX This check previously used callMethod "" "" to check for equality between classes  when scanning the hierarchy However the  check may be safe; we should only ever have  one instance bound to a given type constant If it's found to be unsafe, examine ways  to avoid the  call ",DESIGN
  TODO NOT_ALLOCATABLE_ALLOCATOR is probably ok here Confirm JRUBY 415,DESIGN
"  TODO why are we duplicating the constants here, and then in  File Constants below? File Constants is included in IO ",DESIGN
  A cloned method now belongs to a new class  Set it   TODO Make DynamicMethod immutable,DESIGN
"  TODO These were missing, so we're not handling them elsewhere?",DESIGN
  TODO cache?,DESIGN
  FIXME wtf is this? Why would these use the class?,DESIGN
  TODO Figure out how this can happen and possibly remove,DESIGN
  FIXME I don't like this,DESIGN
"  FIXME these descriptions should probably be moved out,  to Constantine project which deals with all platform dependent constants ",DESIGN
"  FIXME this below is temporary, but its much safer for COW it prevents not shared Strings with begin ! 0   this allows now e g  ByteList#set not to be begin aware",DESIGN
  TODO what about n arg?,DESIGN
  FIXME I think this chunk is equivalent to MRI id2name and not our public method   id2name  Make into method if used more than once  ,DESIGN
  TODO cache?,DESIGN
"  FIXME This is probably not very efficient, since it loads all methods for each call",DESIGN
  Hack in to replace usual readline with this  ,DESIGN
"  if we get here, we found a matching method, use it  TODO choose narrowest method by continuing to search",DESIGN
  TODO this is kinda gross,DESIGN
"  FIXME In order for Thread to play well with the standard 'new' behavior,  it must provide an allocator that can create empty object instances which  initialize then fills with appropriate data ",DESIGN
  these extra arrays are really unfortunate; split some of these paths out to eliminate?,DESIGN
"  We clone dynamic scope because this will be a new instance of a block  Any previously  captured instances of this block may still be around and we do not want to start  overwriting those values when we create a new one   ENEBO Once we make self, lastClass, and lastMethod immutable we can remove duplicate",DESIGN
  TODO protected methods  this is going to require a rework  of some of the mechanism ,DESIGN
"  if not overloaded, we add a method that guesses at which signature to use  TODO just adding first one right now  add in signature guessing logic",DESIGN
  SSS FIXME This should never get called for constant svalues,DESIGN
       TODO This version is better than the hackish previous one Windows         behavior needs to be defined though I suppose this version         could be improved more too      TODO  etc passwd is also inadequate for MacOSX since it does not         use etc passwd for regular user accounts      ,DESIGN
  FIXME There's some code duplication here with RubyObject#inspect,DESIGN
"  for visibility checking without requiring frame self  TODO don't bother passing when fcall or vcall, and adjust callsite appropriately",DESIGN
  FIXME figure out why we get null sometimes,DESIGN
  Hacky Advance position to eat newline here  ,DESIGN
  need to reexamine this,DESIGN
"  FIXME This is currently only here because of some problems with IOOutputStream writing to a ""bare"" runtime without a proper scope",DESIGN
  Workaround for JRUBY 4149,DESIGN
"  using IOOutputStream may not be the most performance way, but it's easy ",DESIGN
  ignore  bean doesn't get registered  TODO Why does that bother me?,DESIGN
  TODO NOT_ALLOCATABLE_ALLOCATOR is probably ok here Confirm JRUBY 415,DESIGN
  ENEBO Lots of optz in 1 9 parser here ,DESIGN
  FIXME move out of this class!,DESIGN
"  IN FACT, we should probably raise an error, yes?",DESIGN
 TODO ary_sort_check should be done here,DESIGN
"  TODO get rid of this lax returns 0 0, strict will throw ",DESIGN
"  bit risky if someone changes completor, but useful for method calls",DESIGN
  TODO the rest of this  seeking to same position is unnecessary since we share a channel  but some of this may be needed?,DESIGN
  TODO is this the right thing to do?,DESIGN
  FIXME this probably belongs in a different package ,DESIGN
  FIXME not very efficient,DESIGN
"  We clone dynamic scope because this will be a new instance of a block  Any previously  captured instances of this block may still be around and we do not want to start  overwriting those values when we create a new one   ENEBO Once we make self, lastClass, and lastMethod immutable we can remove duplicate",DESIGN
"  This is GROSS, but Java API's aren't ISO 8601 compliant at all",DESIGN
  TODO is this correct ?,DESIGN
  Workaround for JRUBY 2326 MRI does not enter this production for some reason  ,DESIGN
  Create block for this iter node  FIXME We shouldn't use the current scope if it's not actually from the same hierarchy of static scopes,DESIGN
  SSS FIXME Do we need to check if l is same as whatever popped?  ,DESIGN
  SSS FIXME Where is this set up? How is this diff from ClassVarDeclNode??,DESIGN
  Fixme Do we need the check or does Main java not call this  they should consolidate ,DESIGN
  FIXME This table will get moved into POSIX library so we can get all actual supported  signals  This is a quick fix to support basic signals until that happens ,DESIGN
"  FIXME This worries me a bit, since it could allocate a lot with a large newLength",DESIGN
  TODO This filtering is kind of gross  it would be nice to get some parser help here,DESIGN
  TODO decompose getJavaPackageModule so we don't parse fullName,DESIGN
"  This is GROSS, but Java API's aren't ISO 8601 compliant at all",DESIGN
  FIXME Get rid of laziness and handle restricted access elsewhere,DESIGN
"  TODO for now, we use a faithful  reimplementation of MRI's algorithm,  but should use UTF8Encoding facilities  from Joni, once it starts prefroming  UTF 8 content validation ",DESIGN
"  if we don't have opt args, start after args they will be assigned later   this is for crap like def foo a  b  true; 1  which numbers b before a  FIXME only starting after required args, since opt args may access others  and rest args conflicts with compileRoot using ""0"" to indicate  signature ",DESIGN
"  FIXME Determine if a real allocator is needed here Do people want to extend  JavaClass? Do we want them to do that? Can you Class new JavaClass ? Should  you be able to?  TODO NOT_ALLOCATABLE_ALLOCATOR is probably ok here, since we don't intend for people to monkey with  this type and it can't be marshalled Confirm JRUBY 415",DESIGN
"  grrr, arghh, want to subclass sun misc FloatingDecimal, but can't,  so we must do all this the next 70 lines of code , which has already  been done by FloatingDecimal ",DESIGN
"  FIXME do we really want 'declared' methods? includes private protected, and does _not_  include superclass methods  also, the getDeclared calls may throw SecurityException if  we're running under a restrictive security policy ",DESIGN
  small hack to save a cast later on,DESIGN
  This is perhaps innefficient timewise? Optimal spacewise,DESIGN
  TODO confirm expected args are IRubyObject or similar ,DESIGN
"  There's not a compelling reason to keep JavaClass instances in a weak map   any proxies created are were kept in a non weak map, so in most cases they will  stick around anyway , and some good reasons not to JavaClass creation is  expensive, for one; many lookups are performed when passing parameters to from  methods; etc    TODO faster custom concurrent map",DESIGN
  TODO check for Java reserved names and raise exception if encountered,DESIGN
  FIXME JRUBY 3188 ends up with condition returning null  quick fix until I can dig into it,DESIGN
"  Workaround for a bug in Sun's JDK 1 5 x, see  http  bugs sun com bugdatabase view_bug do?bug_id 6303753",DESIGN
  FIXME weakref rb also does caller 2 here for the backtrace,DESIGN
  FIXME Remove this from grammars ,DESIGN
"  TODO It's perhaps just a coincidence that all the channels for  which we should raise are instanceof SelectableChannel, since  stdio is not  so this bothers me slightly  CON",DESIGN
"  FIXME Not sure what the semantics of transfer are  cFiber defineFastMethod ""transfer"", cb getFastOptMethod ""transfer"" ;",DESIGN
"  FIXME This is pretty gross; we should have a cleaner initialization  that doesn't depend on package visible fields and ideally is atomic,  probably using an immutable structure we replace all at once   lazy, null when no groups defined",DESIGN
  This is a dummy scope; we should find a way to make that more explicit,DESIGN
  FIXME Resolve what the hell is going on ,DESIGN
  rb_obj_id       Return the internal id of an object       FIXME Should this be renamed to match its ruby name?    ,DESIGN
"  again, shouldn't happen TODO might want to throw exception instead ",DESIGN
"  FIXME Maybe not best place, but move it to a good home",DESIGN
"  TODO NOT_ALLOCATABLE_ALLOCATOR may be ok here, but it's unclear how Structs  work with marshalling Confirm behavior and ensure we're doing this correctly JRUBY 415",DESIGN
 TODO Should next and return also catch here?,DESIGN
  We always prepend an org jruby proxy package to the beginning  because java and javax packages are protected and signed  jars prevent us generating new classes with those package  names See JRUBY 2439 ,DESIGN
"  TODO we should be able to optimize this quite a bit post 1 0  JavaClass already  has all the methods organized by method name; the next version supporting protected  methods fields will have them organized even further So collectMethods here can  just lookup the overridden methods in the JavaClass map, should be much faster ",DESIGN
"  index for the item  this could probably be more efficient, bailing out on assigning args past the end?",DESIGN
  TODO make more efficient by not creating IRubyArray ,DESIGN
  rb_mod_remove_cvar       FIXME any good reason to have two identical methods? same as remove_class_variable    ,DESIGN
  from DUP_SETUP  rb_copy_generic_ivar from DUP_SETUP here  unlikely ,DESIGN
"  if we don't have opt args, start after args they will be assigned later   this is for crap like def foo a  b  true; 1  which numbers b before a  FIXME only starting after required args, since opt args may access others  and rest args conflicts with compileRoot using ""0"" to indicate  signature ",DESIGN
"  If it's a single arg when but contains an array, we know it's a real literal array  FIXME This is a gross way to figure it out; parser help similar to yield argument passing expandArguments would be better",DESIGN
  TODO Only setAccessible to account for pattern found by  accessing constants included from a non public interface   aka java util zip ZipConstants being implemented by many  classes ,DESIGN
"  not intended to be called directly by users private   OLD TODO from Ruby code   This should be implemented in JavaClass java, where we can  check for reserved Ruby names, conflicting methods, etc ",DESIGN
  FIXME Don't allow multiple threads to do this at once,DESIGN
  TODO Bleeding runtime into parser  Arity may be should be in parser to keep bleeding oneway ,DESIGN
"  rb_ary_push_m    FIXME Whis is this named ""push_m""?    ",DESIGN
"  TODO This probably isn't the best hack, but it works until we can have different  root frame setup for 1 9 easily ",DESIGN
"  TODO At least ParserSupport attrset passes argsNode as null  ImplicitNil is wrong magic for   setupArgs since it will IRubyObject   nil   So we need to figure out a nice fast  null pattern for setupArgs   assert argsNode ! null  ""receiverNode is not null"";",DESIGN
"  HACK in order to have stdout err act like ttys and flush always,  we set anything assigned to stdout stderr to sync",DESIGN
  FIXME not very efficient,DESIGN
  TODO People extending GzipWriter reader will break  Find better way here ,DESIGN
  FIXME set up a call configuration for this,DESIGN
"     Process streams get Channel newChannel ed into FileChannel but are not actually    seekable So instead of just the isSeekable check doing instanceof FileChannel,    we must also add this boolean to check, which we set to false when it's known    that the incoming channel is from a process        FIXME This is gross, and it's NIO's fault for not providing a nice way to    tell if a channel is ""really"" seekable    ",DESIGN
"  again, shouldn't happen TODO might want to throw exception instead ",DESIGN
  FIXME Somehow I'd feel better if this could get the appropriate var index from the ArgumentNode,DESIGN
  FIXME Can get optimized for IEqlNode,DESIGN
  TODO rounding mode should not be hard coded See #mode ,DESIGN
  FIXME moved this here to get what's obviously a utility method out of IRubyObject   perhaps security methods should find their own centralized home at some point ,DESIGN
"  FIXME If NativeException is expected to be used from Ruby code, it should provide  a real allocator to be used Otherwise Class new will fail, as will marshalling JRUBY 415",DESIGN
  Object#to_a is obsolete  We match Ruby's hack until to_a goes away  Then we can   remove this hack too ,DESIGN
"  TODO callback for value would be more efficient, but unlikely to be a big cost constants are rarely assigned ",DESIGN
  FIXME this should go somewhere more generic  maybe IdUtil,DESIGN
  SSS FIXME Move this code to some utils area  or probably there is already a method for this in some jruby utils class  Holy cow! Just to append two darned arrays!,DESIGN
  TODO set our metaclass to target's class i e scary! ,DESIGN
"  add 'new' with full signature, so it's guaranteed to be directly accessible  TODO no need for this to be a full, formal JVM signature",DESIGN
"  context is null, wipe out the SoftReference this could be done with a reference queue ",DESIGN
  TODO remove,DESIGN
  FIXME not very efficient,DESIGN
"  FIXME Big fat hack here, because scope names are expected to be interned strings by the parser",DESIGN
"  TODO This is actually now returning the scope of whoever called Method#to_proc  which is obviously wrong; but there's no scope to provide for many methods   It fixes JRUBY 2237, but needs a better solution ",DESIGN
    @author headius  FIXME convert to enum ?  ,DESIGN
"  The following three methods must be defined fast, since they expect to modify the current frame   i e they expect no frame will be allocated for them  JRUBY 1185 ",DESIGN
"  TODO NOT_ALLOCATABLE_ALLOCATOR is probably ok here, since we don't intend for people to monkey with  this type and it can't be marshalled Confirm JRUBY 415",DESIGN
  SSS FIXME Can this return anything other than nil?,DESIGN
  XXX const lookup can trigger const_missing; is that enough to warrant it always being executed?,DESIGN
"  for visibility checking without requiring frame self  TODO don't bother passing when fcall or vcall, and adjust callsite appropriately",DESIGN
  TODO Should frozen error have its own distinct class? If not should more share?,DESIGN
  TODO Only used by interface implementation; eliminate it,DESIGN
  FIXME null check is removable once we figure out how to assign to unset named block args,DESIGN
"  For JRUBY 2759, when MET choose CET timezone to work around Joda",DESIGN
  FIXME This is gross Don't do this ,DESIGN
  FIXME I think we need these pushed somewhere?,DESIGN
"  SSS FIXME Deprecated! Going forward, all instructions should come from the CFG",DESIGN
"  TODO should probably apply the null object pattern for a  non allowed class, rather than null",DESIGN
 TODO Should next and return also catch here?,DESIGN
  Yow  this is still ugly,DESIGN
"  add method with full signature, so it's guaranteed to be directly accessible  TODO no need for this to be a full, formal JVM signature",DESIGN
"   FIXME This version is faster than the previous, but both suffer from a  crucial flaw It is impossible to create an ObjectSpace with an iterator  that doesn't either a hold on to objects that might otherwise be collected  or b have no way to guarantee that a call to hasNext  will be correct or  that a subsequent call to next  will produce an object For our purposes,  for now, this may be acceptable  ",DESIGN
  FIXME Clearing read buffer here  is this appropriate?,DESIGN
"  TODO specifying soft refs, may want to compare memory consumption,  behavior with weak refs specify WEAK in place of SOFT below ",DESIGN
  FIXME lose syntactical elements here and others like this  ,DESIGN
  ENEBO Totally weird naming in MRI is not allocated and is a local var name ,DESIGN
  FIXME This doesn't actually support anything but String,DESIGN
"  up to ten, stuff into tmp locals, load in reverse order, and assign  FIXME There's probably a slightly smarter way, but is it important?",DESIGN
  XXX do something?,DESIGN
"  TODO Only setAccessible to account for pattern found by  accessing constants included from a non public interface   aka java util zip ZipConstants being implemented by many  classes   TODO not sure we need this at all, since we only expose  public fields  field setAccessible true ;",DESIGN
  FIXME we want to eliminate these type casts when possible,DESIGN
  TODO decompose getJavaPackageModule so we don't parse fullName,DESIGN
  HACK force clinit to be created,DESIGN
  FIXME If true array is common enough we should pre allocate and stick somewhere,DESIGN
"  optional args, so we have IRubyObject   TODO confirm",DESIGN
  TODO This is almost RubyModule#instance_methods on the metaClass  Perhaps refactor ,DESIGN
  FIXME Added this because marshal_spec seemed to reconstitute objects without calling dataWrapStruct  this resulted in object being null after unmarshalling  ,DESIGN
  TODO factor this chunk as in MRI YARV GETASTER,DESIGN
 TODO ary_sort_check should be done here,DESIGN
  exit monitor before making call  FIXME this not being in a finally is a little worrisome,DESIGN
  self  args 0   SSS FIXME Verify that this is correct,DESIGN
"  This is for JRUBY 2988, since after a suspend the terminal seems  to need to be reinitialized Since we can't easily detect suspension,  initialize after every readline Probably not fast, but this is for  interactive terminals anyway  so who cares?",DESIGN
  TODO do above but not below for additional newline nodes,DESIGN
"  SSS FIXME Receiver  this is the class meta object basically?  Operand receiver  build defsNode getReceiverNode , s ;",DESIGN
"  FIXME This whole thing could probably be implemented as a module and  mixed into appropriate classes, especially if it uses either  IOInput OutputStream or is smart about the kind of IO like object  it's being used against ",DESIGN
"  FIXME bit of a kludge here non interface classes assigned to both  class and module fields  simplifies proxy extender code, will go away  when JI is overhauled and proxy extenders are deprecated ",DESIGN
  FIXME what should these really be? Numeric?    assert x instanceof RubyComplex && y instanceof RubyComplex;,DESIGN
"  we're depending on the side effect of the load, which loads the class but does not turn it into a script  I don't like it, but until we restructure the code a bit more, we'll need to quietly let it by here ",DESIGN
"  FIXME we should also support orgs that use capitalized package  names including, embarrassingly, the one I work for , but this  should be enabled by a system property, as the expected default  behavior for an upper case value should be and is to treat it  as a class name, and raise an exception if it's not found ",DESIGN
"  index for the item  this could probably be more efficient, bailing out on assigning args past the end?",DESIGN
  TODO This version differs from ioctl by checking whether fcntl exists  and raising notimplemented if it doesn't; perhaps no difference for us?,DESIGN
  FIXME This is temporary since the variable compilers assume we want  args already on stack for assignment We just pop and continue with  1 9 args logic ,DESIGN
  TODO eliminate?,DESIGN
  TODO confirm expected args are IRubyObject or similar ,DESIGN
  TODO handle writing into original buffer better,DESIGN
"  This is a fairly specific hack for empty string, but it does the job",DESIGN
  XXX This constructor is a hack to implement the __END__ syntax     Converting a reader back into an InputStream doesn't generally work ,DESIGN
  method has more than 500 lines; we'll need to split it  and therefore need to use a heap based scope,DESIGN
"  The implementations of these are all bonus see TODO above  I was going  to throw an error from these, but it appears to be the wrong place to  do it ",DESIGN
  TODO confirm expected args are IRubyObject or similar ,DESIGN
"  entry exists, proxy doesn't match replace   this could happen if old proxy was gc'ed  TODO raise exception if stored proxy is non null? not gc'ed ",DESIGN
  TODO better algorithm to set precision needed,DESIGN
"   SSS FIXME Used anywhere? I don't see calls to this anywhere  public Operand buildDAsgnAssignment Node node, IR_Scope s      DAsgnNode dasgnNode  DAsgnNode node;    s getVariableCompiler  assignLocalVariable dasgnNode getIndex , dasgnNode getDepth  ;    ",DESIGN
  TODO Make this more intelligible value,DESIGN
  TODO Split this into two sub classes so that name and constNode can be specified seperately ,DESIGN
"  Not sure how well this works, but it works much better than  just currentTimeMillis by itself ",DESIGN
"  FIXME This is copied code from RubyArray  Both RE, Struct, and Array should share one impl  This is also hacky since I construct ruby objects to access ruby arrays through aref instead  of something lower ",DESIGN
"  FIXME No, I don't like it ",DESIGN
  ignore  bean doesn't get registered  TODO Why does that bother me?,DESIGN
"  FIXME This is currently only here because of some problems with IOOutputStream writing to a ""bare"" runtime without a proper scope",DESIGN
"  arguments compilers always create IRubyObject , but we want to use RubyArray concat here;  FIXME as a result, this is NOT efficient, since it creates and then later unwraps an array",DESIGN
  SSS FIXME What is the difference between ClassVarAsgnNode & ClassVarDeclNode,DESIGN
  FIXME set up a CallConfiguration for this,DESIGN
  TODO reads writes from frame  TODO information on scoping  TODO visibility?,DESIGN
  FIXME Somehow I'd feel better if this could get the appropriate var index from the ArgumentNode,DESIGN
  FIXME This is almost entirely duplicated from Main java,DESIGN
  we might need to perform a DST correction,DESIGN
"  FIXME This is currently only here because of some problems with IOOutputStream writing to a ""bare"" runtime without a proper scope",DESIGN
  Create block for this iter node  FIXME We shouldn't use the current scope if it's not actually from the same hierarchy of static scopes,DESIGN
  FIXME How much more obtuse can this be?  Heredoc already parsed this and saved string  Do not parse just return,DESIGN
"  this needs to be split, since conditional calling #inherited doesn't fit standard ruby semantics",DESIGN
"  XXX Again, screwy evaling under previous frame's scope",DESIGN
"  SSS FIXME Maybe this is not really a concern after all    Nesting level of this scope in the lexical nesting of scopes in the current file  this is not to be confused  with semantic nesting of scopes across files    Consider this code in a file f  class M1 M2 M3 C       end    So, C is at lexical nesting level of 1 the file script is at 0 in the file 'f'  Semantically it is at level 3 M1, M2, M3 are at 0,1,2     This is primarily used to ensure that variable names don't clash!  i e definition of %v_1 in a closure shouldn't override the use of %v_1 from the parent scope!    private int _lexicalNestingLevel;",DESIGN
  ignore  bean doesn't get registered  TODO Why does that bother me?,DESIGN
"  actual type does not exactly match method return type, re get converter  FIXME when the only autoconversions are primitives, this won't be needed",DESIGN
  FIXME we should probably still be dyncalling 'write' here,DESIGN
  FIXME finalizer should be dupped here  ,DESIGN
"  don't bother to check if final method, it won't  be there not generated, can't be! ",DESIGN
  TODO Generalize this type checking code into IRubyObject helper ,DESIGN
  FIXME needs to be rethought,DESIGN
  ruby constants for strings should this be moved somewhere else? ,DESIGN
"  Let's only generate methods for those the user may actually   intend to override  That includes any defined in the current  class, and any ancestors that are also JavaProxyClasses but none  from any other ancestor classes  Methods defined in mixins will  be considered intentionally overridden, except those from Kernel,  Java, and JavaProxyMethods, as well as Enumerable   TODO may want to exclude other common mixins?",DESIGN
  FIXME I don't like the null checks here,DESIGN
"  invoke callMethodMissing method directly  TODO this could be further optimized, since some DSLs hit method_missing pretty hard  ",DESIGN
  TODO confirm expected args are IRubyObject or similar ,DESIGN
"  TODO this is really ineffient, and potentially a problem everytime anyone require's something   we should try to make LoadPath a special array object ",DESIGN
"  if we get here, we found a matching method, use it  TODO choose narrowest method by continuing to search",DESIGN
  rb_obj_id       Return the internal id of an object       FIXME Should this be renamed to match its ruby name?    ,DESIGN
  FIXME Why was this using a FullFunctionCallbackMethod before that did callSuper?,DESIGN
"  if body is a rescue node, inspect its pieces separately to avoid it disabling all optz  TODO this is gross ",DESIGN
"     Fixme  This does not have exact same semantics as RubyArray join, but they    probably could be consolidated perhaps as join args , sep, doChomp     ",DESIGN
  lame generics issues making Segment class static and manually  inserting cache reference to work around various problems generically  referencing methods vars across classes ,DESIGN
  FIXME not very efficient,DESIGN
  FIXME  This determine module is in a strange location and should somehow be in block,DESIGN
  TODO? I think this ends up propagating from normal Java exceptions  sys_fail openFile getPath  ,DESIGN
  this seems unlikely to happen unless it's a totally bogus fileno    so do we even need to bother trying to create one?,DESIGN
  TODO turn off the negative? will return 0 0 in lax mode,DESIGN
"  TODO list subList from, to clear  is supposed to clear the sublist from the list   How can we support this operation?",DESIGN
  SSS FIXME What is the difference between ClassVarAsgnNode & ClassVarDeclNode,DESIGN
  see note below re 2 field kludge,DESIGN
"  We're not setting the provider or anything, but it seems that BouncyCastle does some internal things in its  provider's constructor which require it to be executed in a secure context   Ideally this hack should be removed See JRUBY 3919 and this BC bug    http  www bouncycastle org jira browse BJA 227",DESIGN
"  this is a rather ugly hack, but similar to MRI See hash c ruby_setenv and similar in MRI  we search all keys for a case insensitive match, and use that",DESIGN
  TODO WRONG  get interfaces from class,DESIGN
"  TODO Make callCoerced work in block context  then fix downto, step, and upto ",DESIGN
"  FIXME the code below is a copy of RubyIO puts,  and we should avoid copy paste ",DESIGN
  install invokedynamic bootstrapper  TODO need to abstract this setup behind another compiler interface,DESIGN
  FIXME inefficient; constructing a bignum just for dumping?,DESIGN
  TODO Ruby does not seem to care about invalid numeric mode values  I am not sure if ruby overflows here also  ,DESIGN
  FIXME Obvious issue that not all platforms can display all attributes  Ugly hacks   Using generic posix library makes pushing inspect behavior into specific system impls  rather painful ,DESIGN
  rb_copy_generic_ivar from DUP_SETUP here  unlikely ,DESIGN
"  FIXME this really ought to be in clinit, but it doesn't matter much",DESIGN
"  TODO callback for value would be more efficient, but unlikely to be a big cost constants are rarely assigned ",DESIGN
"  using IOChannel may not be the most performant way, but it's easy ",DESIGN
  TODO this should entry into error handling somewhere,DESIGN
  TODO make this do specific arity calling,DESIGN
  FIXME legal here? may want UnsupportedOperationException,DESIGN
  FIXME This is an ugly hack to resolve JRUBY 1381; I'm not proud of it,DESIGN
"  for visibility checking without requiring frame self  TODO don't bother passing when fcall or vcall, and adjust callsite appropriately",DESIGN
  SSS FIXME What happens to the add class in this case??,DESIGN
  SSS FIXME Is this correct?,DESIGN
"  FIXME Big fat hack here, because scope names are expected to be interned strings by the parser",DESIGN
  ignore  bean doesn't get registered  TODO Why does that bother me?,DESIGN
"  SSS FIXME Are we guaranteed that we splats dont head to multiple assignment nodes! i e | a,b |?",DESIGN
  TODO NOT_ALLOCATABLE_ALLOCATOR is probably ok here Confirm JRUBY 415,DESIGN
  TODO catch exception if constant is already set by other  thread,DESIGN
  TODO This version differs from ioctl by checking whether fcntl exists  and raising notimplemented if it doesn't; perhaps no difference for us?,DESIGN
"  TODO Implement tty? and isatty  We have no real capability to  determine this from java, but if we could set tty status, then  we could invoke jruby differently to allow stdin to return true  on this  This would allow things like cgi rb to work properly ",DESIGN
  FIXME We should be getting this from the runtime rather than assume none?  return runtime getEncodingService  getEncoding runtime getDefaultExternalEncoding  ;,DESIGN
  Object#to_a is obsolete  We match Ruby's hack until to_a goes away  Then we can   remove this hack too ,DESIGN
  end hack,DESIGN
"  TODO This isn't an exact port of MRI's pipe behavior, so revisit",DESIGN
  TODO protected methods  this is going to require a rework of some of the mechanism ,DESIGN
"  FIXME This is currently only here because of some problems with IOOutputStream writing to a ""bare"" runtime without a proper scope",DESIGN
  TODO factor this chunk as in MRI YARV GETASTER,DESIGN
  FIXME what should this really be?    assert x instanceof RubyComplex;,DESIGN
  FIXME This isn't right for within ensured rescued code,DESIGN
"  SSS FIXME Token can be final for a method  implying that the token is only for this particular implementation of the method  But, if the mehod is modified, we create a new method object which in turn gets a new token  What makes sense?? Intuitively,  it seems the first one   but let us see    Current code version token for this method  can change during execution as methods get redefined!",DESIGN
  TODO It would be nice to throw a better error for this,DESIGN
  set up a field for the CacheEntry  TODO make this an array so it's not as much class metadata; similar to AbstractScript stuff,DESIGN
  TODO It would be nice to throw a better error for this,DESIGN
  TODO newTypeError does not offer enough for ruby error string  ,DESIGN
  SSS FIXME I added this in  Is this correct?,DESIGN
"  upper case package name  TODO top level upper case package was supported in the previous Ruby based   implementation, so leaving as is  see note at #getProxyOrPackageUnderPackage  re future approach below the top level ",DESIGN
  TODO wire into new exception handling mechanism,DESIGN
  TODO This is also defined in the MetaClass too  Consolidate somewhere ,DESIGN
  FIXME ConstDecl could be two seperate classes or done differently since constNode and name  never exist at the same time ,DESIGN
"  TODO NOT_ALLOCATABLE_ALLOCATOR is probably ok here, since we don't intend for people to monkey with  this type and it can't be marshalled Confirm JRUBY 415",DESIGN
  FIXME finalizer should be dupped here  ,DESIGN
"  TODO NOT_ALLOCATABLE_ALLOCATOR is probably ok here, since we don't intend for people to monkey with  this type and it can't be marshalled Confirm JRUBY 415",DESIGN
"  TODO number formatting here, MRI uses ""% 10g"", 1 4 API is a must?",DESIGN
  TODO need to get this back into the method signature  now is too late  ,DESIGN
  super calls from proxies must use reflected method  FIXME possible to make handles do the superclass call?,DESIGN
"  optional args, so we have IRubyObject   TODO confirm",DESIGN
  TODO better error handling,DESIGN
  FIXME not very efficient,DESIGN
  SSS FIXME Should this be Operand or CompoundString?  Can it happen that symbols are built out of other than compound strings?   Or can it happen during optimizations that this becomes a generic operand?,DESIGN
"  FIXME We should really not be creating the dynamic scope for the root  of the AST before parsing  This makes us end up needing to readjust  this dynamic scope coming out of parse and for local static scopes it  will always happen because of $~ and $_   FIXME Because we end up adjusting this after the fact, we can't use  any of the specific size scopes ",DESIGN
  TODO wire into new exception handling mechanism,DESIGN
"  TODO not sure that we should skip calling join  altogether   Thread join  has some implications for Java Memory Model, etc ",DESIGN
  hack to get right style for input,DESIGN
  If variables were added then we may need to grow the dynamic scope to match the static  one   FIXME Make this so we only need to check this for blockScope ! null  We cannot  currently since we create the DynamicScope for a LocalStaticScope before parse begins   Refactoring should make this fixable ,DESIGN
"  SSS FIXME This method at least in the context of multiple assignment is a little weird   It calls regular to_ary on the object  But, if it encounters a method_missing, the value  is inserted into an 1 element array!  try ""a,b,c  1"" first; then define Fixnum to_ary method and try it again   Ex http  gist github com 163551",DESIGN
  FIXME potentially could just use ByteList here?,DESIGN
